Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ORLY,ORLY,ORLY,ORLY,ORLY,ORLY
Date,,,,,,
2025-04-17,92.72666931152344,92.72666931152344,93.25133514404297,91.37866973876953,91.90133666992188,6435000
2025-04-21,91.23332977294922,91.23332977294922,93.12066650390625,89.83466339111328,92.80000305175781,4791000
2025-04-22,92.90266418457031,92.90266418457031,93.17733001708984,91.60733032226562,91.802001953125,6000000
2025-04-23,92.03333282470703,92.03333282470703,93.72666931152344,91.46533203125,93.40533447265625,8961000
2025-04-24,90.14466857910156,90.14466857910156,91.03533172607422,88.8759994506836,90.59200286865234,16632000
2025-04-25,89.80000305175781,89.80000305175781,90.62933349609375,88.5806655883789,90.0633316040039,7983000
2025-04-28,91.34400177001953,91.34400177001953,91.54533386230469,90.16533660888672,90.16533660888672,7392000
2025-04-29,93.28199768066406,93.28199768066406,93.49600219726562,90.81466674804688,90.81466674804688,6073500
2025-04-30,94.34666442871094,94.34666442871094,94.50066375732422,92.26667022705078,93.04467010498047,6279000
2025-05-01,93.84532928466797,93.84532928466797,94.25666809082031,92.47333526611328,93.66666412353516,5269500
2025-05-02,93.75733184814453,93.75733184814453,95.8846664428711,93.50066375732422,94.89266967773438,4281000
2025-05-05,92.47599792480469,92.47599792480469,93.61399841308594,92.33599853515625,93.38400268554688,5031000
2025-05-06,92.44266510009766,92.44266510009766,92.80533599853516,91.99533081054688,92.336669921875,5680500
2025-05-07,91.87266540527344,91.87266540527344,93.0546646118164,91.63733673095703,92.41799926757812,5076000
2025-05-08,90.67666625976562,90.67666625976562,92.3653335571289,90.54733276367188,92.0,4461000
2025-05-09,90.62266540527344,90.62266540527344,91.00133514404297,89.83999633789062,90.68133544921875,4078500
2025-05-12,89.30733489990234,89.30733489990234,91.5653305053711,87.22733306884766,91.5653305053711,8605500
2025-05-13,88.05332946777344,88.05332946777344,89.65133666992188,87.69400024414062,89.58132934570312,10437000
2025-05-14,88.38200378417969,88.38200378417969,88.77532958984375,87.46666717529297,87.46666717529297,6348000
2025-05-15,91.34200286865234,91.34200286865234,91.34200286865234,88.58999633789062,88.58999633789062,6699000
2025-05-16,92.11066436767578,92.11066436767578,92.16266632080078,91.00267028808594,91.54533386230469,4837500
2025-05-19,92.92666625976562,92.92666625976562,93.11933135986328,91.91867065429688,91.93333435058594,4653000
2025-05-20,92.41466522216797,92.41466522216797,93.2386703491211,92.3133316040039,92.3326644897461,3810000
2025-05-21,91.36599731445312,91.36599731445312,92.61466979980469,90.9913330078125,91.7066650390625,3600000
2025-05-22,90.98600006103516,90.98600006103516,92.17666625976562,90.43267059326172,91.96600341796875,4582500
2025-05-23,91.62466430664062,91.62466430664062,92.10399627685547,90.57466888427734,90.72467041015625,4311000
2025-05-27,90.7586669921875,90.7586669921875,92.60600280761719,90.40133666992188,91.66666412353516,6570000
2025-05-28,90.50399780273438,90.50399780273438,91.58533477783203,90.42666625976562,90.73332977294922,4368000
2025-05-29,90.13733673095703,90.13733673095703,90.71533203125,89.59866333007812,90.41200256347656,4503000
2025-05-30,91.16666412353516,91.16666412353516,91.52933502197266,90.19400024414062,90.34400177001953,10789500
2025-06-02,91.37866973876953,91.37866973876953,91.56732940673828,90.11666870117188,90.47666931152344,8761500
2025-06-03,91.4713363647461,91.4713363647461,91.87266540527344,90.16666412353516,90.96666717529297,6961500
2025-06-04,91.10600280761719,91.10600280761719,91.90533447265625,89.83399963378906,91.4713363647461,4594500
2025-06-05,91.45333099365234,91.45333099365234,91.67066955566406,90.59066772460938,90.86266326904297,3990000
2025-06-06,91.8479995727539,91.8479995727539,92.9606704711914,91.1586685180664,91.91867065429688,5005500
2025-06-09,89.87333679199219,89.87333679199219,91.74800109863281,88.81999969482422,91.66666412353516,5583000
2025-06-10,91.70999908447266,91.70999908447266,92.12000274658203,89.61000061035156,90.0,5204000
2025-06-11,90.01000213623047,90.01000213623047,91.87000274658203,89.52999877929688,91.70999908447266,5804100
2025-06-12,91.05000305175781,91.05000305175781,91.33999633789062,90.0,90.05000305175781,4604000
2025-06-13,89.91000366210938,89.91000366210938,91.63999938964844,89.4000015258789,90.69999694824219,4020300
2025-06-16,88.12000274658203,88.12000274658203,90.27999877929688,87.66000366210938,89.91000366210938,6005500
2025-06-17,88.80000305175781,88.80000305175781,89.58000183105469,87.69999694824219,87.91000366210938,5671900
2025-06-18,88.31999969482422,88.31999969482422,89.41000366210938,88.08999633789062,89.18000030517578,3862700
2025-06-20,89.69000244140625,89.69000244140625,89.83000183105469,88.37000274658203,88.91999816894531,9218800
2025-06-23,91.26000213623047,91.26000213623047,91.33999633789062,89.93000030517578,90.01000213623047,5008700
2025-06-24,89.18000030517578,89.18000030517578,91.31999969482422,88.94000244140625,90.91999816894531,4188300
2025-06-25,87.83999633789062,87.83999633789062,89.36000061035156,87.45999908447266,89.18000030517578,4525400
2025-06-26,88.2300033569336,88.2300033569336,88.55999755859375,86.94000244140625,87.93000030517578,5528200
2025-06-27,89.16000366210938,89.16000366210938,89.76000213623047,87.81999969482422,88.18000030517578,5843800
2025-06-30,90.12999725341797,90.12999725341797,90.3499984741211,88.9800033569336,89.5199966430664,5368100
2025-07-01,90.5,90.5,91.7699966430664,90.16999816894531,90.26000213623047,4547100
2025-07-02,89.31999969482422,89.31999969482422,90.3499984741211,88.91000366210938,90.06999969482422,3868200
2025-07-03,91.33000183105469,91.33000183105469,91.48999786376953,89.1500015258789,89.3499984741211,3187200
2025-07-07,92.66999816894531,92.66999816894531,92.86000061035156,90.7699966430664,91.0999984741211,4637900
2025-07-08,91.63999938964844,91.63999938964844,92.81999969482422,90.94000244140625,92.1500015258789,4045900
2025-07-09,92.58000183105469,92.58000183105469,92.73999786376953,90.7699966430664,91.69000244140625,4128900
2025-07-10,92.37999725341797,92.37999725341797,93.5,92.20999908447266,92.20999908447266,4635000
2025-07-11,91.62000274658203,91.62000274658203,92.19000244140625,90.75,92.04000091552734,3871000
2025-07-14,93.12000274658203,93.12000274658203,93.5199966430664,91.66999816894531,91.91000366210938,4598300
2025-07-15,91.19000244140625,91.19000244140625,93.05000305175781,91.16000366210938,92.55000305175781,3825300
2025-07-16,91.23999786376953,91.23999786376953,92.04000091552734,90.37999725341797,91.80000305175781,4018200
2025-07-17,91.58999633789062,91.58999633789062,92.62000274658203,91.02999877929688,91.02999877929688,3826400
2025-07-18,92.33999633789062,92.33999633789062,93.12999725341797,91.97000122070312,92.19999694824219,4003300
2025-07-21,94.1500015258789,94.1500015258789,94.63999938964844,92.19000244140625,92.26000213623047,5306800
